ts_code,revenue,oper_cost
301167.SZ,279040546.1,195098166.54
301167.SZ,279040546.1,195098166.54
301167.SZ,191350581.61,134299403.69
301167.SZ,191350581.61,134299403.69
301167.SZ,191350581.61,134299403.69
301167.SZ,433537786.3,285927791.74
301167.SZ,433537786.3,285927791.74
301167.SZ,433537786.3,285927791.74
301167.SZ,314664699.99,213703471.36
301167.SZ,176723378.44,115839433.14
301167.SZ,176723378.44,115839433.14
301167.SZ,373918233.59,246712574.17
301167.SZ,373918233.59,246712574.17
301167.SZ,373918233.59,246712574.17
301167.SZ,339541030.33,221425117.78
301167.SZ,339541030.33,221425117.78
301167.SZ,339541030.33,221425117.78
301167.SZ,298785388.39,190282660.77
