ts_code,revenue,oper_cost
605589.SH,6360999712.33,4782710115.88
605589.SH,4083414097.84,2998561825.11
605589.SH,1910514789.76,1401304895.34
605589.SH,1910514789.76,1401304895.34
605589.SH,8319101227.07,5221538716.08
605589.SH,8319101227.07,5221538716.08
605589.SH,6300918950.06,3820500240.33
605589.SH,6300918950.06,3820500240.33
605589.SH,3874273651.42,2492242620.03
605589.SH,3874273651.42,2492242620.03
605589.SH,1255849412.53,908394412.24
605589.SH,5881683278.67,4120199839.85
605589.SH,5881683278.67,4120199839.85
605589.SH,6188896930.57,4406394261.18
605589.SH,6188896930.57,4406394261.18
