ts_code,revenue,oper_cost
605286.SH,1663372251.21,1412806235.32
605286.SH,1663372251.21,1412806235.32
605286.SH,1002409690.46,854897843.85
605286.SH,370163984.27,314228901.79
605286.SH,1749210357.6,1449668657.43
605286.SH,1749210357.6,1449668657.43
605286.SH,1292815535.29,1067404234.84
605286.SH,1292815535.29,1067404234.84
605286.SH,763157392.37,622936348.31
605286.SH,763157392.37,622936348.31
605286.SH,221838145.85,189370499.85
605286.SH,1511833926.95,1227344472.78
605286.SH,1511833926.95,1227344472.78
605286.SH,1389255768.41,1123216033.09
605286.SH,1215406350.32,954006547.42
