ts_code,revenue,oper_cost
688489.SH,171976400.0,
688489.SH,171976383.17,40864407.19
688489.SH,171976383.17,40864407.19
688489.SH,94098432.92,23583488.26
688489.SH,94098432.92,23583488.26
688489.SH,27288800.0,
688489.SH,270329791.07,71320744.94
688489.SH,270329791.07,71320744.94
688489.SH,270329791.07,71320744.94
688489.SH,136735000.0,
688489.SH,136735016.68,38217351.18
688489.SH,25614400.0,
688489.SH,202483706.85,53976682.64
688489.SH,202483706.85,53976682.64
688489.SH,133778089.04,38976745.26
688489.SH,133778089.04,38976745.26
