ts_code,revenue,oper_cost
603171.SH,1027202788.67,404087921.28
603171.SH,683822893.24,270366521.43
603171.SH,276641989.81,98676423.39
603171.SH,276641989.81,98676423.39
603171.SH,1541031345.84,615593524.06
603171.SH,1541031345.84,615593524.06
603171.SH,1003978666.47,397891296.44
603171.SH,1003978666.47,397891296.44
603171.SH,603312125.66,232722680.1
603171.SH,603312125.66,232722680.1
603171.SH,271819513.09,102507487.35
603171.SH,1397967718.79,555444717.97
603171.SH,1397967718.79,555444717.97
603171.SH,1300580245.11,504764353.42
603171.SH,1300580245.11,504764353.42
