ts_code,revenue,oper_cost
603150.SH,1208760266.25,898268642.51
603150.SH,787784078.9,588594818.31
603150.SH,358722641.52,257549943.64
603150.SH,358722641.52,257549943.64
603150.SH,1477453242.37,1081376643.26
603150.SH,1477453242.37,1081376643.26
603150.SH,1049711026.87,767169560.63
603150.SH,1049711026.87,767169560.63
603150.SH,696224293.45,503935988.28
603150.SH,318964578.33,224744089.74
603150.SH,1215448094.56,850080716.3
603150.SH,1215448094.56,850080716.3
603150.SH,851185029.73,584570934.08
603150.SH,967492966.5,655097426.52
603150.SH,967492966.5,655097426.52
603150.SH,790232057.42,547661765.23
