ts_code,revenue,oper_cost
688261.SH,790091145.98,523701108.35
688261.SH,466268427.11,310237655.15
688261.SH,205662518.28,137945372.36
688261.SH,205662518.28,137945372.36
688261.SH,782091845.56,557446096.06
688261.SH,782091845.56,557446096.06
688261.SH,559194726.56,399146151.09
688261.SH,320824305.36,235002909.62
688261.SH,141351395.72,103226242.76
688261.SH,308787414.12,253658188.7
688261.SH,308787414.12,253658188.7
688261.SH,197520596.34,166340076.38
688261.SH,196046605.19,166775607.58
688261.SH,196046605.19,166775607.58
688261.SH,152899855.14,112570104.76
