ts_code,revenue,oper_cost
688083.SH,356459476.79,6878819.01
688083.SH,205988543.46,3821892.36
688083.SH,85205724.71,2249572.37
688083.SH,456090102.13,5654346.68
688083.SH,456090102.13,5654346.68
688083.SH,276397142.34,2972339.68
688083.SH,140071313.95,1347422.58
688083.SH,140071313.95,1347422.58
688083.SH,56013245.1,267428.19
688083.SH,361077957.87,7979604.89
688083.SH,361077957.87,7979604.89
688083.SH,221976610.27,2281444.56
688083.SH,255030801.75,1866229.53
688083.SH,255030801.75,1866229.53
688083.SH,183874204.65,6449821.92
688083.SH,183874204.65,6449821.92
