ts_code,revenue,oper_cost
688092.SH,226322093.82,125032808.99
688092.SH,226322093.82,125032808.99
688092.SH,140958449.95,80293323.23
688092.SH,53973407.63,30333068.63
688092.SH,53973407.63,30333068.63
688092.SH,222569617.16,113933383.52
688092.SH,222569617.16,113933383.52
688092.SH,150065624.51,76571376.56
688092.SH,84878357.29,43245705.21
688092.SH,84878357.29,43245705.21
688092.SH,30114927.72,14471323.7
688092.SH,211191012.87,104060860.22
688092.SH,211191012.87,104060860.22
688092.SH,150507016.66,74709536.98
688092.SH,206210162.29,108252639.41
688092.SH,176488101.24,90020528.17
