ts_code,revenue,oper_cost
603529.SH,12512694305.38,11087638196.86
603529.SH,12512694305.38,11087638196.86
603529.SH,7311654195.14,6480330643.94
603529.SH,3127600595.24,2743678470.58
603529.SH,3127600595.24,2743678470.58
603529.SH,12904586099.11,11431221982.27
603529.SH,12904586099.11,11431221982.27
603529.SH,10954747241.36,9680797735.55
603529.SH,10954747241.36,9680797735.55
603529.SH,5876481643.05,5148369739.22
603529.SH,5876481643.05,5148369739.22
603529.SH,1852431268.62,1591714801.16
603529.SH,10423830989.66,8998061063.87
603529.SH,10423830989.66,8998061063.87
603529.SH,8989778923.53,7810764061.64
