ts_code,revenue,oper_cost
920640.BJ,630630798.82,377511839.94
920640.BJ,394765550.48,230890763.31
920640.BJ,165881066.04,92570638.59
920640.BJ,165881066.04,92570638.59
920640.BJ,603267167.64,377192366.77
920640.BJ,603267167.64,377192366.77
