ts_code,revenue,oper_cost
301206.SZ,563363651.68,462568158.05
301206.SZ,457277469.85,359886424.8
301206.SZ,272598107.02,206445097.76
301206.SZ,272598107.02,206445097.76
301206.SZ,1675320034.94,971829190.39
301206.SZ,1675320034.94,971829190.39
301206.SZ,1305360240.59,727472588.75
301206.SZ,1305360240.59,727472588.75
301206.SZ,786894245.12,463530348.48
301206.SZ,263493075.06,169099260.87
301206.SZ,783182230.09,452142845.36
301206.SZ,783182230.09,452142845.36
301206.SZ,561945176.53,318454216.9
301206.SZ,476759627.29,258531901.25
301206.SZ,476759627.29,258531901.25
301206.SZ,292203949.8,184526384.25
