ts_code,revenue,oper_cost
001212.SZ,512916861.74,351254835.53
001212.SZ,314967881.71,214966793.46
001212.SZ,125876002.52,83183931.07
001212.SZ,125876002.52,83183931.07
001212.SZ,554866306.15,345043310.3
001212.SZ,554866306.15,345043310.3
001212.SZ,360176562.59,224330273.31
001212.SZ,360176562.59,224330273.31
001212.SZ,209293288.49,134146344.23
001212.SZ,209293288.49,134146344.23
001212.SZ,74405389.43,50639263.19
001212.SZ,528583584.97,334584258.4
001212.SZ,528583584.97,334584258.4
001212.SZ,565105314.49,398694810.66
001212.SZ,541784294.84,363015800.32
