ts_code,revenue,oper_cost
688213.SH,1654477550.32,1223079938.0
688213.SH,1009621408.33,722862177.19
688213.SH,437882552.13,323463067.92
688213.SH,437882552.13,323463067.92
688213.SH,2689327871.83,1906119553.77
688213.SH,2689327871.83,1906119553.77
688213.SH,2042657334.71,1434818676.48
688213.SH,1247169255.47,888961349.4
688213.SH,540545217.76,396922201.7
688213.SH,1527181504.99,1208296836.41
688213.SH,1527181504.99,1208296836.41
688213.SH,679154976.08,555952313.24
688213.SH,679154976.08,555952313.24
688213.SH,324631155.09,283303713.78
