ts_code,revenue,oper_cost
300946.SZ,346476775.46,238797638.72
300946.SZ,239616832.29,163592090.8
300946.SZ,102717523.92,69425716.6
300946.SZ,380377950.03,266418723.55
300946.SZ,380377950.03,266418723.55
300946.SZ,276522902.1,194984905.14
300946.SZ,174552110.99,121851656.46
300946.SZ,174552110.99,121851656.46
300946.SZ,68680617.23,49618012.28
300946.SZ,376907543.58,266422734.12
300946.SZ,376907543.58,266422734.12
300946.SZ,272655125.09,192931624.73
300946.SZ,362400044.63,265527265.73
300946.SZ,312341632.57,229187782.72
