ts_code,revenue,oper_cost
688625.SH,398969690.87,211245478.88
688625.SH,398969690.87,211245478.88
688625.SH,262930893.49,139699309.28
688625.SH,122381402.56,61580454.99
688625.SH,122381402.56,61580454.99
688625.SH,460262670.99,257519196.22
688625.SH,460262670.99,257519196.22
688625.SH,319921282.46,165717091.19
688625.SH,319921282.46,165717091.19
688625.SH,212781266.77,113399827.88
688625.SH,212781266.77,113399827.88
688625.SH,106464575.31,50932260.77
688625.SH,392132616.64,218950036.73
688625.SH,392132616.64,218950036.73
688625.SH,304360063.24,172112344.15
