ts_code,revenue,oper_cost
301216.SZ,14772399482.59,13539085299.21
301216.SZ,9026345667.71,8327332530.03
301216.SZ,4523185642.85,4084831300.94
301216.SZ,4523185642.85,4084831300.94
301216.SZ,9586769662.59,8874421095.54
301216.SZ,9586769662.59,8878893169.57
301216.SZ,9586769662.59,8878893169.57
301216.SZ,6587849814.03,6146633239.1
301216.SZ,4421136442.09,4085517004.89
301216.SZ,2476455430.82,2297324098.77
301216.SZ,9297522173.03,8836974705.8
301216.SZ,9297522173.03,8836974705.8
301216.SZ,9682441302.26,8930653981.91
301216.SZ,9682441302.26,8930653981.91
301216.SZ,11725061609.62,11015539960.74
