ts_code,revenue,oper_cost
300968.SZ,954431170.55,744066431.93
300968.SZ,954431170.55,744066431.93
300968.SZ,596718511.94,456951447.74
300968.SZ,313947439.51,238418835.46
300968.SZ,313947439.51,238418835.46
300968.SZ,1758288441.32,1287950653.8
300968.SZ,1758288441.32,1287950653.8
300968.SZ,1119350611.93,837219057.52
300968.SZ,1119350611.93,837219057.52
300968.SZ,546405518.08,406866906.96
300968.SZ,546405518.08,406866906.96
300968.SZ,171966359.39,132205296.17
300968.SZ,1233451029.89,918977735.65
300968.SZ,1233451029.89,918977735.65
300968.SZ,1065895379.97,835069730.85
300968.SZ,1273789443.31,1015476389.48
