ts_code,revenue,oper_cost
300943.SZ,413066893.83,292054223.78
300943.SZ,413066893.83,292054223.78
300943.SZ,260992114.98,182265878.64
300943.SZ,127386203.82,87750593.55
300943.SZ,127386203.82,87750593.55
300943.SZ,511661041.85,358775097.08
300943.SZ,511661041.85,358775097.08
300943.SZ,375785594.25,253800380.09
300943.SZ,219220178.36,146101227.65
300943.SZ,219220178.36,146101227.65
300943.SZ,78459111.74,54233912.36
300943.SZ,502763306.96,350111875.26
300943.SZ,502763306.96,350111875.26
300943.SZ,357194544.37,248581062.99
300943.SZ,581438732.47,413796954.19
300943.SZ,620627026.07,448436952.64
