ts_code,revenue,oper_cost
605196.SH,3240338266.6,2838069054.71
605196.SH,3240338266.6,2838069054.71
605196.SH,1879969531.56,1626554457.53
605196.SH,708637247.62,568291731.25
605196.SH,708637247.62,568291731.25
605196.SH,3375767887.23,2670775718.73
605196.SH,3375767887.23,2670775718.73
605196.SH,2492197370.47,1984512684.0
605196.SH,2492197370.47,1984512684.0
605196.SH,1605239153.88,1281226754.22
605196.SH,1605239153.88,1281226754.22
605196.SH,684265017.37,560368329.62
605196.SH,2954634265.07,2383635303.12
605196.SH,2954634265.07,2383635303.12
605196.SH,2614951644.54,2157165282.05
