ts_code,revenue,oper_cost
301222.SZ,428691210.51,322438345.31
301222.SZ,244975647.61,186612185.77
301222.SZ,133913564.82,103673415.34
301222.SZ,133913564.82,103673415.34
301222.SZ,546892691.37,410353427.26
301222.SZ,546892691.37,410353427.26
301222.SZ,546892691.37,410353427.26
301222.SZ,390297756.47,289226250.8
301222.SZ,241349562.25,177922729.42
301222.SZ,109662511.07,82498761.83
301222.SZ,485733525.64,338788000.59
301222.SZ,485733525.64,338788000.59
301222.SZ,322013886.37,222110007.06
301222.SZ,322013886.37,222110007.06
301222.SZ,316354899.7,223698089.01
