ts_code,revenue,oper_cost
688665.SH,378550418.07,187527307.44
688665.SH,233733262.52,116676879.24
688665.SH,105291888.5,51741035.01
688665.SH,307906374.74,162696273.08
688665.SH,307906374.74,162696273.08
688665.SH,179324562.52,95423426.3
688665.SH,105599634.31,58480787.31
688665.SH,105599634.31,58480787.31
688665.SH,26024881.88,16960609.27
688665.SH,233254827.07,119176710.5
688665.SH,233254827.07,119176710.5
688665.SH,140495200.84,72368746.71
688665.SH,117540702.94,72918913.81
688665.SH,117540702.94,72918913.81
688665.SH,105057049.08,54222199.44
688665.SH,105057049.08,54222199.44
