ts_code,revenue,oper_cost
300953.SZ,1934408717.81,1563145306.64
300953.SZ,1088179033.88,847728802.97
300953.SZ,511979722.61,393754324.46
300953.SZ,1192781434.43,887586449.51
300953.SZ,1192781434.43,887586449.51
300953.SZ,703634688.47,520446216.55
300953.SZ,703634688.47,520446216.55
300953.SZ,377429225.84,281621446.19
300953.SZ,377429225.84,281621446.19
300953.SZ,138996040.05,112731790.58
300953.SZ,749534545.97,549771971.84
300953.SZ,749534545.97,549771971.84
300953.SZ,597168461.8,423008918.59
300953.SZ,305137685.9,211719554.96
