ts_code,revenue,oper_cost
301158.SZ,222032458.98,143785994.79
301158.SZ,222032458.98,143785994.79
301158.SZ,154822288.2,99775658.84
301158.SZ,154822288.2,99775658.84
301158.SZ,421945299.07,265622625.29
301158.SZ,421945299.07,265622625.29
301158.SZ,219314148.6,142850325.43
301158.SZ,146199944.31,93620623.79
301158.SZ,146199944.31,93620623.79
301158.SZ,468243918.66,276891084.81
301158.SZ,468243918.66,276891084.81
301158.SZ,348452127.23,213384678.64
301158.SZ,348452127.23,213384678.64
301158.SZ,225265204.39,135404583.36
