ts_code,revenue,oper_cost
603230.SH,1327140772.52,792028870.01
603230.SH,1327140772.52,792028870.01
603230.SH,712523398.68,429074935.48
603230.SH,712523398.68,429074935.48
603230.SH,1270094864.91,748533336.54
603230.SH,1270094864.91,748533336.54
603230.SH,1098363509.48,624183278.26
603230.SH,1098363509.48,624183278.26
603230.SH,1205008946.42,655143697.48
603230.SH,1205008946.42,655143697.48
603230.SH,1093090364.54,582604828.81
603230.SH,1093090364.54,582604828.81
603230.SH,976972400.0,521855700.0
