ts_code,revenue,oper_cost
300948.SZ,250866223.43,153818275.24
300948.SZ,160176245.47,95250613.39
300948.SZ,40334819.18,21914294.06
300948.SZ,292036715.35,166835356.92
300948.SZ,292036715.35,166835356.92
300948.SZ,226710734.96,126244445.06
300948.SZ,168620296.08,91445477.25
300948.SZ,168620296.08,91445477.25
300948.SZ,40463109.95,24969129.76
300948.SZ,278036712.11,157552784.42
300948.SZ,278036712.11,157552784.42
300948.SZ,188120356.44,107547191.8
300948.SZ,323645945.21,213178823.14
300948.SZ,191388534.79,112964391.54
