ts_code,revenue,oper_cost
688246.SH,384233046.8,202898787.12
688246.SH,384233046.8,202898787.12
688246.SH,210041988.47,105316899.73
688246.SH,210041988.47,105316899.73
688246.SH,210041988.47,105316899.73
688246.SH,531837003.6,267837456.34
688246.SH,531837003.6,267837456.34
688246.SH,531837003.6,267837456.34
688246.SH,298499666.1,166737371.85
688246.SH,298499666.1,166737371.85
688246.SH,443766958.59,201258901.44
688246.SH,443766958.59,201258901.44
688246.SH,256303415.86,157277001.13
688246.SH,256303415.86,157277001.13
