ts_code,revenue,oper_cost
003043.SZ,378765070.92,230347006.49
003043.SZ,378765070.92,230347006.49
003043.SZ,232846607.0,140091043.82
003043.SZ,91638050.76,55027392.87
003043.SZ,368323341.23,221542782.35
003043.SZ,368323341.23,221542782.35
003043.SZ,273946786.92,166907567.92
003043.SZ,273946786.92,166907567.92
003043.SZ,173010025.67,106734143.21
003043.SZ,173010025.67,106734143.21
003043.SZ,67990105.73,41628953.52
003043.SZ,310551063.22,202127669.32
003043.SZ,310551063.22,202127669.32
003043.SZ,306340252.54,189084926.08
