ts_code,revenue,oper_cost
300977.SZ,541509692.85,321168622.13
300977.SZ,319989239.41,192700181.71
300977.SZ,98230020.31,76568227.12
300977.SZ,572670802.65,317788734.95
300977.SZ,572670802.65,317788734.95
300977.SZ,373879976.41,213168416.35
300977.SZ,373879976.41,213168416.35
300977.SZ,196926861.71,115906993.99
300977.SZ,196926861.71,115906993.99
300977.SZ,40874680.85,37338893.47
300977.SZ,496476637.39,238174022.09
300977.SZ,496476637.39,238174022.09
300977.SZ,310389817.56,136235507.51
300977.SZ,173947317.79,83316748.85
