ts_code,revenue,oper_cost
688225.SH,1028755480.48,522089886.74
688225.SH,592915370.79,300877613.33
688225.SH,284761842.78,145830264.07
688225.SH,284761842.78,145830264.07
688225.SH,1667467958.09,777945353.96
688225.SH,1667467958.09,777945353.96
688225.SH,979010645.8,451962133.99
688225.SH,486061110.14,213690150.92
688225.SH,259231442.14,109611796.86
688225.SH,1274594672.06,567107467.14
688225.SH,1274594672.06,567107467.14
688225.SH,849763113.06,361129199.57
688225.SH,1077269507.56,434446123.64
688225.SH,1077269507.56,434446123.64
688225.SH,873421300.78,370093028.2
