ts_code,revenue,oper_cost
688167.SH,342894449.21,149134028.87
688167.SH,342894449.21,149134028.87
688167.SH,217652896.47,99252875.86
688167.SH,217652896.47,99252875.86
688167.SH,217652896.47,99252875.86
688167.SH,359877804.39,176301831.06
688167.SH,359877804.39,176301831.06
688167.SH,359877804.39,176301831.06
688167.SH,265123771.63,129958940.45
688167.SH,265123771.63,129958940.45
688167.SH,334983008.09,206817192.97
688167.SH,334983008.09,206817192.97
688167.SH,334983008.09,206817192.97
688167.SH,354809584.7,206439608.63
688167.SH,354809584.7,206439608.63
688167.SH,354809584.7,206439608.63
688167.SH,263583875.24,168195778.27
688167.SH,263583875.24,168195778.27
