ts_code,revenue,oper_cost
301162.SZ,219816644.1,70390623.08
301162.SZ,140729585.15,47997192.54
301162.SZ,60605713.85,22177096.16
301162.SZ,60605713.85,22177096.16
301162.SZ,300150890.39,109892732.12
301162.SZ,300150890.39,109892732.12
301162.SZ,195435658.49,76189091.95
301162.SZ,119201616.7,46615681.73
301162.SZ,48110381.75,21534030.27
301162.SZ,248217107.86,95065016.18
301162.SZ,248217107.86,95065016.18
301162.SZ,169476573.31,49363187.64
301162.SZ,169476573.31,49363187.64
301162.SZ,151159299.92,52493366.31
