ts_code,revenue,oper_cost
301187.SZ,1032539889.9,779186032.29
301187.SZ,679136224.25,507846147.2
301187.SZ,324649793.97,231015906.49
301187.SZ,324649793.97,231015906.49
301187.SZ,1314529271.34,1005000434.86
301187.SZ,1314529271.34,1005000434.86
301187.SZ,1061101464.26,818128670.62
301187.SZ,683546727.07,504165073.65
301187.SZ,334988236.99,246794532.7
301187.SZ,991276538.5,666955049.27
301187.SZ,991276538.5,666955049.27
301187.SZ,609774423.69,392287487.9
301187.SZ,609774423.69,392287487.9
301187.SZ,629882307.31,471898319.24
