ts_code,revenue,oper_cost
600916.SH,36919825226.95,35800452694.63
600916.SH,26600380849.74,25796909107.53
600916.SH,13300319540.95,12984800961.3
600916.SH,33787625207.12,32316230151.71
600916.SH,33787625207.12,32316230151.71
600916.SH,23327333488.76,22058860059.48
600916.SH,15454084641.17,14636799132.9
600916.SH,15454084641.17,14636799132.9
600916.SH,6484186593.01,6196685210.82
600916.SH,38274096559.43,36311776367.56
600916.SH,38274096559.43,36311776367.56
600916.SH,26816808014.66,25283288123.2
600916.SH,40911001981.24,39785799761.19
600916.SH,28247561392.77,27306932753.54
