ts_code,revenue,oper_cost
301236.SZ,14185273873.21,11139629413.36
301236.SZ,9285269585.84,7346416696.32
301236.SZ,4376835940.47,3523555783.64
301236.SZ,4376835940.47,3523555783.64
301236.SZ,16623208728.13,12522412016.57
301236.SZ,16623208728.13,12522412016.57
301236.SZ,16623208728.13,12522412016.57
301236.SZ,11974771746.07,8941053391.07
301236.SZ,7628872186.74,5751402353.32
301236.SZ,3554070219.54,2806514494.69
301236.SZ,12999294468.75,9460253740.36
301236.SZ,12999294468.75,9460253740.36
301236.SZ,10604725119.66,7754609143.05
301236.SZ,10604725119.66,7754609143.05
301236.SZ,8139253067.76,6158162189.05
