ts_code,revenue,oper_cost
300973.SZ,1961435575.45,1273305767.68
300973.SZ,1961435575.45,1273305767.68
300973.SZ,1251609897.26,802230053.41
300973.SZ,578509596.23,367433888.62
300973.SZ,1809690090.92,1117096021.59
300973.SZ,1809690090.92,1117096021.59
300973.SZ,1200448930.13,743438154.98
300973.SZ,1200448930.13,743438154.98
300973.SZ,670075298.71,397030151.86
300973.SZ,670075298.71,397030151.86
300973.SZ,250940535.72,161338074.11
300973.SZ,1583729454.67,930126554.95
300973.SZ,1583729454.67,930126554.95
300973.SZ,1313452993.39,819800586.19
300973.SZ,955991514.44,620075970.76
