ts_code,revenue,oper_cost
688619.SH,348491977.36,252624286.85
688619.SH,348491977.36,252624286.85
688619.SH,125070655.98,81968896.53
688619.SH,44671575.22,22517230.6
688619.SH,403423257.17,272973979.46
688619.SH,617373439.18,327650913.82
688619.SH,318100771.75,213955892.11
688619.SH,115584982.72,83526209.32
688619.SH,115584982.72,83526209.32
688619.SH,25712695.1,22542179.46
688619.SH,507338760.39,300422711.96
688619.SH,507338760.39,300422711.96
688619.SH,61863592.61,37974073.96
688619.SH,364452545.87,231551418.97
688619.SH,364452545.87,231551418.97
688619.SH,195666204.2,107758203.24
688619.SH,195666204.2,107758203.24
