ts_code,revenue,oper_cost
301191.SZ,1830913136.15,1538948891.77
301191.SZ,1266637496.21,1064403390.72
301191.SZ,595307501.41,499717541.06
301191.SZ,595307501.41,499717541.06
301191.SZ,2207825221.06,1852756984.95
301191.SZ,2207825221.06,1852756984.95
301191.SZ,2207825221.06,1852756984.95
301191.SZ,1424797018.68,1187387766.92
301191.SZ,418473162.84,351625569.21
301191.SZ,418473162.84,351625569.21
301191.SZ,1513397095.33,1296690644.85
301191.SZ,1513397095.33,1296690644.85
301191.SZ,1040379083.71,893315137.28
301191.SZ,1040379083.71,893315137.28
