ts_code,revenue,oper_cost
300950.SZ,167413995.28,113791980.2
300950.SZ,105014601.3,67829571.99
300950.SZ,40436286.47,24288175.2
300950.SZ,250530548.52,139895062.05
300950.SZ,250530548.52,139895062.05
300950.SZ,118427857.98,64174735.52
300950.SZ,118427857.98,64174735.52
300950.SZ,95990258.0,53623362.44
300950.SZ,95990258.0,53623362.44
300950.SZ,10319333.3,4288788.22
300950.SZ,264027132.81,150271258.3
300950.SZ,264027132.81,150271258.3
300950.SZ,235738463.24,137410959.49
300950.SZ,217977486.65,129588728.42
