ts_code,revenue,oper_cost
688655.SH,439839186.37,316586360.38
688655.SH,286628242.55,203755557.06
688655.SH,122525329.51,86458337.01
688655.SH,122525329.51,86458337.01
688655.SH,447543182.58,308630190.78
688655.SH,447543182.58,308630190.78
688655.SH,313146428.29,218430554.59
688655.SH,313146428.29,218430554.59
688655.SH,199012479.53,137264147.75
688655.SH,199012479.53,137264147.75
688655.SH,71561113.6,50919204.62
688655.SH,388082843.53,270629090.02
688655.SH,388082843.53,270629090.02
688655.SH,376282608.18,270617456.19
688655.SH,376282608.18,270617456.19
