ts_code,revenue,oper_cost
605339.SH,2055470173.06,1339887019.96
605339.SH,2055470173.06,1339887019.96
605339.SH,1362171163.92,854222521.1
605339.SH,647730414.11,396426377.7
605339.SH,647730414.11,396426377.7
605339.SH,2322400921.55,1421668697.43
605339.SH,2322400921.55,1421668697.43
605339.SH,1612079751.62,1006316771.46
605339.SH,1612079751.62,1006316771.46
605339.SH,982634426.99,618386065.77
605339.SH,982634426.99,618386065.77
605339.SH,432709130.73,280733105.32
605339.SH,2351094057.89,1440325495.54
605339.SH,2351094057.89,1440325495.54
605339.SH,2363680049.05,1537161087.13
