ts_code,revenue,oper_cost
301190.SZ,385680466.47,238334449.09
301190.SZ,385680466.47,238334449.09
301190.SZ,234950502.83,151669184.28
301190.SZ,234950502.83,151669184.28
301190.SZ,383744001.43,219670610.94
301190.SZ,383744001.43,219670610.94
301190.SZ,233223618.87,130555216.75
301190.SZ,147578503.33,83404207.47
301190.SZ,147578503.33,83404207.47
301190.SZ,447359395.4,211213300.74
301190.SZ,447359395.4,211213300.74
301190.SZ,481011359.9,251339840.08
301190.SZ,481011359.9,251339840.08
301190.SZ,310554249.85,189029807.87
