ts_code,revenue,oper_cost
605507.SH,3213201476.59,2218952799.65
605507.SH,3213201476.59,2218952799.65
605507.SH,2242396166.27,1552574911.7
605507.SH,1142265947.08,801464378.16
605507.SH,1142265947.08,801464378.16
605507.SH,4206317953.73,2755452700.78
605507.SH,4206317953.73,2755452700.78
605507.SH,3146413574.55,2025600322.42
605507.SH,3146413574.55,2025600322.42
605507.SH,2131568055.79,1384600127.44
605507.SH,2131568055.79,1384600127.44
605507.SH,899287271.37,608580257.5
605507.SH,3802036233.07,2815838544.51
605507.SH,3802036233.07,2815838544.51
605507.SH,3279017182.43,2304327534.93
