ts_code,revenue,oper_cost
920035.BJ,402857335.27,212249060.7
920035.BJ,249155794.35,130664886.52
920035.BJ,107552815.05,57301292.23
920035.BJ,498799569.94,272272911.56
920035.BJ,434504367.2,250465253.01
