ts_code,revenue,oper_cost
301137.SZ,1129838130.29,1039099228.13
301137.SZ,757085836.21,683605331.16
301137.SZ,339677200.34,310676493.04
301137.SZ,339677200.34,310676493.04
301137.SZ,1715578619.42,1511804254.45
301137.SZ,1715578619.42,1511804254.45
301137.SZ,1715578619.42,1511804254.45
301137.SZ,1264600833.03,1109790791.33
301137.SZ,816978726.53,707166111.99
301137.SZ,336119068.58,287288970.78
301137.SZ,1362737745.48,1157086416.15
301137.SZ,1191009940.45,977567591.11
301137.SZ,1078233606.63,884263537.65
