ts_code,revenue,oper_cost
605555.SH,2225451251.45,1822652428.37
605555.SH,2225451251.45,1822652428.37
605555.SH,1449895675.63,1173207797.25
605555.SH,2064666441.93,1507534475.42
605555.SH,2064666441.93,1507534475.42
605555.SH,1399816127.38,1029453387.72
605555.SH,1399816127.38,1029453387.72
605555.SH,760784938.1,542157670.83
605555.SH,760784938.1,542157670.83
605555.SH,1201094990.17,872411328.83
605555.SH,1201094990.17,872411328.83
605555.SH,1224098788.67,915812365.54
605555.SH,1030041121.25,780656401.8
