ts_code,revenue,oper_cost
301039.SZ,22562638984.2,20133028573.16
301039.SZ,22562638984.2,20133028573.16
301039.SZ,17711844059.18,15927568598.9
301039.SZ,6869738891.92,6094065414.29
301039.SZ,6869738891.92,6094065414.29
301039.SZ,26498964653.25,23031473747.28
301039.SZ,26498964653.25,23031473747.28
301039.SZ,18801422787.31,16431297378.19
301039.SZ,18801422787.31,16431297378.19
301039.SZ,4082965559.56,3586291750.14
301039.SZ,23386908687.91,20133602554.7
301039.SZ,23386908687.91,20133602554.7
301039.SZ,24331169082.98,20876664532.64
