ts_code,revenue,oper_cost
301235.SZ,778820747.84,498146996.1
301235.SZ,395664674.66,253769453.74
301235.SZ,131319672.55,87051842.39
301235.SZ,131319672.55,87051842.39
301235.SZ,860806069.38,540108602.3
301235.SZ,860806069.38,540108602.3
301235.SZ,494994823.15,312420290.42
301235.SZ,494994823.15,312420290.42
301235.SZ,301348916.63,198633165.6
301235.SZ,301348916.63,198633165.6
301235.SZ,79013655.06,53373175.46
301235.SZ,761821022.17,509825137.85
301235.SZ,761821022.17,509825137.85
301235.SZ,394949209.68,270084253.42
301235.SZ,602150101.91,387523808.5
301235.SZ,602150101.91,387523808.5
301235.SZ,427228302.83,278709540.58
301235.SZ,427228302.83,278709540.58
