ts_code,revenue,oper_cost
301046.SZ,461546232.42,326674844.34
301046.SZ,334191944.92,230311808.11
301046.SZ,86850510.92,61861290.51
301046.SZ,86850510.92,61861290.51
301046.SZ,419513745.42,292511352.29
301046.SZ,419513745.42,292511352.29
301046.SZ,277450619.29,200280050.28
301046.SZ,277450619.29,200280050.28
301046.SZ,218162007.62,156207632.37
301046.SZ,218162007.62,156207632.37
301046.SZ,46146994.24,34462823.73
301046.SZ,383740814.77,280057551.73
301046.SZ,383740814.77,280057551.73
301046.SZ,339392050.56,280692756.33
301046.SZ,339392050.56,280692756.33
301046.SZ,257884817.83,199037600.01
