ts_code,revenue,oper_cost
300975.SZ,3858315931.99,3288294663.48
300975.SZ,2310920010.69,1925185073.62
300975.SZ,1039846502.83,863046286.19
300975.SZ,3118957464.97,2639250715.98
300975.SZ,3118957464.97,2639250715.98
300975.SZ,2171326491.94,1835538871.69
300975.SZ,2171326491.94,1835538871.69
300975.SZ,1331874523.23,1100401463.06
300975.SZ,1331874523.23,1100401463.06
300975.SZ,586189565.02,483151365.88
300975.SZ,2068426391.41,1749404264.33
300975.SZ,2068426391.41,1749404264.33
300975.SZ,1445996600.0,1240387204.23
300975.SZ,2992733251.66,2190900833.45
300975.SZ,1675849798.78,1378616889.68
