ts_code,revenue,oper_cost
301200.SZ,2146361162.77,1347781910.18
301200.SZ,1724616711.94,1077490608.88
301200.SZ,925210975.59,579214852.66
301200.SZ,925210975.59,579214852.66
301200.SZ,4080562430.11,2597482366.29
301200.SZ,4080562430.11,2597482366.29
301200.SZ,2867493353.41,1851345629.99
301200.SZ,1904156411.12,1255603520.28
301200.SZ,694720603.61,430161957.69
301200.SZ,694720603.61,430161957.69
301200.SZ,2210303706.27,1438457402.84
301200.SZ,2210303706.27,1438457402.84
301200.SZ,1639634096.4,1062793914.82
301200.SZ,1322774861.56,847834616.35
301200.SZ,1322774861.56,847834616.35
301200.SZ,1723296931.97,1136866793.93
