ts_code,revenue,oper_cost
688109.SH,297005981.34,70826857.28
688109.SH,192570648.45,38945217.48
688109.SH,73158001.63,13822339.71
688109.SH,379892484.88,69177915.4
688109.SH,379892484.88,69177915.4
688109.SH,243131213.74,42097361.68
688109.SH,243131213.74,42097361.68
688109.SH,147077749.02,24007448.81
688109.SH,147077749.02,24007448.81
688109.SH,37683572.41,5182304.42
688109.SH,282868387.08,46101464.58
688109.SH,282868387.08,46101464.58
688109.SH,221522660.19,28485376.62
688109.SH,221522660.19,28485376.62
688109.SH,144793486.26,18436009.45
688109.SH,144793486.26,18436009.45
