ts_code,revenue,oper_cost
920263.BJ,300473154.58,227648252.86
920263.BJ,300473154.58,227648252.86
920263.BJ,197459694.58,147885714.59
920263.BJ,197459694.58,147885714.59
920263.BJ,102331104.65,75184369.86
920263.BJ,102331104.65,75184369.86
920263.BJ,401030404.85,281526355.58
920263.BJ,401030404.85,281526355.58
