ts_code,revenue,oper_cost
688175.SH,275916827.74,148661437.43
688175.SH,227455341.77,129484936.42
688175.SH,45785275.5,26537474.46
688175.SH,45785275.5,26537474.46
688175.SH,495250297.74,215072521.28
688175.SH,495249996.54,214762592.94
688175.SH,495249996.54,214762592.94
688175.SH,260725344.24,125219450.95
688175.SH,197817062.6,96627715.2
688175.SH,62702597.14,30795574.57
688175.SH,397578619.14,145644101.9
688175.SH,397578619.14,145644101.9
688175.SH,252143549.15,113546588.44
688175.SH,252143549.15,113546588.44
688175.SH,175443741.78,87776797.57
