ts_code,revenue,oper_cost
300981.SZ,4334692590.58,1429006999.57
300981.SZ,4334692590.58,1429006999.57
300981.SZ,3646990738.95,1014276984.18
300981.SZ,2273468425.2,573211619.84
300981.SZ,4778406872.04,1393696677.52
300981.SZ,4778406872.04,1393696677.52
300981.SZ,2940583266.01,921847909.24
300981.SZ,2940583266.01,921847909.24
300981.SZ,1135521879.99,535080608.83
300981.SZ,1135521879.99,535080608.83
300981.SZ,1170814040.1,950064340.28
300981.SZ,1170814040.1,950064340.28
300981.SZ,967534127.94,798350991.46
300981.SZ,951153298.99,769006731.04
