ts_code,revenue,oper_cost
603070.SH,1682488006.12,1248797984.02
603070.SH,1035670141.44,774302621.23
603070.SH,436289934.31,331532680.89
603070.SH,2160322912.61,1545428078.5
603070.SH,2160208284.06,1612833667.36
603070.SH,2160208284.06,1612833667.36
603070.SH,1595142452.03,1134488004.17
603070.SH,953466033.17,676830869.9
603070.SH,402374845.17,287026449.98
603070.SH,1689399587.22,1128318649.35
603070.SH,1689399587.22,1128318649.35
603070.SH,1601249083.11,1042219404.64
603070.SH,1601249083.11,1042219404.64
603070.SH,1413482749.14,942170520.3
