ts_code,revenue,oper_cost
300978.SZ,1204868290.92,858267492.74
300978.SZ,1204868290.92,858267492.74
300978.SZ,776097434.32,529937714.64
300978.SZ,390936087.61,255419553.85
300978.SZ,1475252249.91,925338508.75
300978.SZ,1475252249.91,925338508.75
300978.SZ,1056573374.26,659368816.81
300978.SZ,1056573374.26,659368816.81
300978.SZ,633798407.45,369230065.74
300978.SZ,633798407.45,369230065.74
300978.SZ,250985733.35,164739797.99
300978.SZ,1565595934.55,935302964.44
300978.SZ,1565595934.55,935302964.44
300978.SZ,1614153110.52,986721388.73
300978.SZ,1513172378.2,908399499.57
