ts_code,revenue,oper_cost
688565.SH,138498894.04,92354401.28
688565.SH,114878217.66,79757578.86
688565.SH,40388463.76,28235369.44
688565.SH,270668357.36,187359630.32
688565.SH,270668357.36,187359630.32
688565.SH,175667263.01,125579339.95
688565.SH,175667263.01,125579339.95
688565.SH,1304098.36,834532.66
688565.SH,333289564.76,232975388.48
688565.SH,333289564.76,232975388.48
688565.SH,307797967.04,218821579.44
688565.SH,307797967.04,218821579.44
688565.SH,213039600.73,155619835.49
688565.SH,213039600.73,155619835.49
