ts_code,revenue,oper_cost
301130.SZ,184214108.46,32633724.94
301130.SZ,116625075.79,20603777.07
301130.SZ,53106464.55,9323570.34
301130.SZ,53106464.55,9323570.34
301130.SZ,285655932.11,46702549.92
301130.SZ,285655932.11,46702549.92
301130.SZ,206788243.77,33788819.41
301130.SZ,136103664.27,21831895.6
301130.SZ,62227442.74,9929295.57
301130.SZ,286318719.28,43911231.22
301130.SZ,286318719.28,43911231.22
301130.SZ,203659332.73,31167945.07
301130.SZ,324914216.37,46535793.65
301130.SZ,280203467.74,37880099.81
