ts_code,revenue,oper_cost
688468.SH,355463272.78,87694937.25
688468.SH,355463272.78,87694937.25
688468.SH,236928041.09,56879585.66
688468.SH,120215653.37,29409437.93
688468.SH,418200080.02,115200957.89
688468.SH,418200080.02,115200957.89
688468.SH,295657726.42,83365869.03
688468.SH,295657726.42,83365869.03
688468.SH,151383016.79,47161680.27
688468.SH,151383016.79,47161680.27
688468.SH,59068343.91,19919892.49
688468.SH,454666503.35,113748550.82
688468.SH,454666503.35,113748550.82
688468.SH,366058490.06,97798977.41
688468.SH,366058490.06,97798977.41
688468.SH,318603044.25,88622881.74
688468.SH,318603044.25,88622881.74
