ts_code,revenue,oper_cost
301028.SZ,720140012.7,474023423.31
301028.SZ,523415461.76,346171801.48
301028.SZ,226767257.98,151191650.84
301028.SZ,226767257.98,151191650.84
301028.SZ,777636560.46,538738473.58
301028.SZ,777636560.46,538738473.58
301028.SZ,548742184.18,388834587.3
301028.SZ,548742184.18,388834587.3
301028.SZ,360646056.31,255771284.14
301028.SZ,360646056.31,255771284.14
301028.SZ,117699589.25,83225738.44
301028.SZ,605721302.95,415818921.04
301028.SZ,605721302.95,415818921.04
301028.SZ,577281503.86,399524108.13
