ts_code,revenue,oper_cost
301078.SZ,6597121809.84,4528433078.44
301078.SZ,6597121809.84,4528433078.44
301078.SZ,4437840420.77,3057641653.76
301078.SZ,8355435242.12,5804921279.96
301078.SZ,8355435242.12,5804921279.96
301078.SZ,5823130994.22,4110112346.01
301078.SZ,5823130994.22,4110112346.01
301078.SZ,3845989672.74,2771787810.06
301078.SZ,3845989672.74,2771787810.06
301078.SZ,8242509242.56,5742123487.32
301078.SZ,8242509242.56,5742123487.32
301078.SZ,6670651590.72,4662245082.34
301078.SZ,5235102319.7,3661436518.16
