ts_code,revenue,oper_cost
301248.SZ,587241371.76,425736040.74
301248.SZ,401758355.6,289570188.34
301248.SZ,193740238.72,138448039.18
301248.SZ,193740238.72,138448039.18
301248.SZ,939914499.68,671238225.9
301248.SZ,940284987.33,678435775.19
301248.SZ,520197538.47,336862307.65
301248.SZ,301132892.64,195846234.38
301248.SZ,91963213.56,44275993.04
301248.SZ,741465116.96,489522475.95
301248.SZ,741465116.96,489522475.95
301248.SZ,734469374.63,579571334.91
301248.SZ,734469374.63,579571334.91
301248.SZ,422331219.85,302152067.92
