ts_code,revenue,oper_cost
688613.SH,154753320.07,21769670.73
688613.SH,154753320.07,21769670.73
688613.SH,91234022.15,12759872.75
688613.SH,36686118.23,5234030.03
688613.SH,36686118.23,5234030.03
688613.SH,183760228.07,29758935.88
688613.SH,183760228.07,29758935.88
688613.SH,102245191.82,17813718.9
688613.SH,102245191.82,17813718.9
688613.SH,41634322.57,8065938.64
688613.SH,41634322.57,8065938.64
688613.SH,14526183.96,2460057.62
688613.SH,168590954.34,28854599.73
688613.SH,168590954.34,28854599.73
688613.SH,123688093.02,20805757.04
688613.SH,123688093.02,20805757.04
